,SchoolCode,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,ORGCODE,AfricanAmerican,Asian,Hispanic,White,NativeAmerican,"NativeHawaiian,PacificIslander","MultiRace,NonHispanic",Males,Females,HighSchoolGraduates(Num),AttendingColl./Univ.(Num),AttendingColl./Univ.(Percent),PrivateTwoYear(Percent),PrivateFourYear(Percent),PublicTwoYear(Percent),PublicFourYear(Percent),MACommunityCollege(Percent),MAStateUniversity(Percent),Univ.ofMass.(Percent),Subject,P+ANum,P+APercent,ANum,APercent,PNum,PPercent,NINum,NIPercent,W/FNum,W/FPercent,StudentIncluded,CPI,SGP,IncludedInSGP,TestsTaken,Reading/Writing,Writing,Math,Students,StudentsDisciplined,PercentInSchoolSuspension,PercentOutofSchoolSuspension,PercentExpulsion,PercentRemovedtoAlternateSetting,PercentEmergencyRemoval,Unnamed:9,ORGCODEUnnamed:1_level_1,FirstLanguageNotEnglishNum,FirstLanguageNotEnglishPercent,EnglishLanguageLearnerNum,EnglishLanguageLearnerPercent,StudentsWithDisabilitiesNum,StudentsWithDisabilitiesPercent,HighNeedsNum,HighNeedsPercent,EconomicallyDisadvantagedNum,EconomicallyDisadvantagedPercent,Town,School
Wellesley - Ernest F Upham,3170050.0,0.0,37.0,43.0,26.0,44.0,46.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0, 03170050,3.4,10.2,1.7,80.5,0.0,0.0,4.2,53.0,47.0,,,,,,,,,,,SCIENCE AND TECH/ENG,15.0,43.0,4.0,11.0,11.0,31.0,18.0,51.0,2.0,6.0,35.0,81.4,,,,,,,     229,0.0,,,,,,,3170050.0,7.0,3.0,2.0,0.8,51.0,21.6,58.0,24.6,8.0,3.4,Wellesley,Ernest F Upham
Wellesley - Hunnewell,3170025.0,0.0,41.0,39.0,40.0,45.0,50.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0, 03170025,3.6,5.2,4.8,76.2,0.0,0.0,10.1,48.8,51.2,,,,,,,,,,,SCIENCE AND TECH/ENG,33.0,80.0,12.0,29.0,21.0,51.0,8.0,20.0,0.0,0.0,41.0,94.5,,,,,,,     261,0.0,,,,,,,3170025.0,8.0,3.2,2.0,0.8,37.0,14.9,49.0,19.8,8.0,3.2,Wellesley,Hunnewell
Wellesley - John D Hardy,3170020.0,0.0,39.0,41.0,54.0,44.0,59.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0, 03170020,2.4,24.4,6.1,57.3,0.0,0.0,9.8,50.2,49.5,,,,,,,,,,,SCIENCE AND TECH/ENG,29.0,51.0,11.0,19.0,18.0,32.0,25.0,44.0,3.0,5.0,57.0,80.7,,,,,,,     312,0.0,,,,,,,3170020.0,33.0,11.2,23.0,7.8,34.0,11.5,69.0,23.4,13.0,4.4,Wellesley,John D Hardy
Wellesley - Joseph E Fiske,3170015.0,100.0,42.0,53.0,44.0,55.0,54.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0, 03170015,3.0,21.6,7.8,60.8,0.3,0.0,6.5,48.2,51.8,,,,,,,,,,,SCIENCE AND TECH/ENG,36.0,59.0,11.0,18.0,25.0,41.0,20.0,33.0,5.0,8.0,61.0,82.8,,,,,,,     472,1.0,,,,,,,3170015.0,57.0,14.3,30.0,7.5,75.0,18.8,127.0,31.9,40.0,10.1,Wellesley,Joseph E Fiske
Wellesley - Katharine Lee Bates,3170005.0,0.0,52.0,60.0,62.0,59.0,70.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0, 03170005,4.0,8.1,2.7,78.5,0.0,0.0,6.7,44.9,55.1,,,,,,,,,,,SCIENCE AND TECH/ENG,43.0,64.0,17.0,25.0,26.0,39.0,21.0,31.0,3.0,4.0,67.0,86.9,,,,,,,     381,0.0,,,,,,,3170005.0,6.0,1.6,1.0,0.3,43.0,11.6,53.0,14.2,7.0,1.9,Wellesley,Katharine Lee Bates
Wellesley - Schofield,3170045.0,0.0,63.0,54.0,65.0,64.0,65.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0, 03170045,5.6,16.2,4.5,65.5,0.3,0.0,8.0,46.2,53.8,,,,,,,,,,,SCIENCE AND TECH/ENG,43.0,72.0,15.0,25.0,28.0,47.0,15.0,25.0,2.0,3.0,60.0,89.6,,,,,,,     374,0.0,,,,,,,3170045.0,9.0,2.4,5.0,1.3,46.0,12.2,73.0,19.4,31.0,8.2,Wellesley,Schofield
Wellesley - Sprague Elementary School,3170048.0,0.0,64.0,63.0,62.0,63.0,65.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0, 03170048,3.9,17.0,5.5,62.4,0.0,0.0,11.2,52.0,48.0,,,,,,,,,,,SCIENCE AND TECH/ENG,40.0,68.0,16.0,27.0,24.0,41.0,14.0,24.0,5.0,8.0,59.0,86.4,,,,,,,     407,0.0,,,,,,,3170048.0,28.0,7.3,18.0,4.7,61.0,15.9,96.0,25.1,19.0,5.0,Wellesley,Sprague Elementary School
Wellesley - Wellesley Middle,3170305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,393.0,356.0,0.0,0.0,0.0,0.0,0.0,1128.0, 03170305,3.5,12.1,6.0,72.3,0.0,0.0,6.1,50.9,49.1,,,,,,,,,,,SCIENCE AND TECH/ENG,250.0,64.0,16.0,4.0,234.0,60.0,124.0,32.0,16.0,4.0,390.0,87.4,,,,,,,"   1,155",4.0,,,,,,,3170305.0,78.0,6.9,23.0,2.0,161.0,14.3,227.0,20.1,60.0,5.3,Wellesley,Wellesley Middle
Wellesley - Wellesley Sr High,3170505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,385.0,384.0,403.0,0.0,1569.0, 03170505,5.1,12.2,4.5,73.3,0.0,0.1,4.8,49.0,51.0,324.0,278.0,85.8,0.0,67.3,5.0,27.7,5.0,0.4,9.4,SCIENCE AND TECH/ENG,343.0,96.0,242.0,68.0,101.0,28.0,14.0,4.0,1.0,0.0,358.0,98.7,,,391.0,613.0,,611.0,"   1,526",9.0,0.1,0.5,0.0,0.0,0.0,,3170505.0,104.0,6.6,9.0,0.6,239.0,15.2,327.0,20.8,103.0,6.6,Wellesley,Wellesley Sr High
