,SchoolCode,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,ORGCODE,AfricanAmerican,Asian,Hispanic,White,NativeAmerican,"NativeHawaiian,PacificIslander","MultiRace,NonHispanic",Males,Females,HighSchoolGraduates(Num),AttendingColl./Univ.(Num),AttendingColl./Univ.(Percent),PrivateTwoYear(Percent),PrivateFourYear(Percent),PublicTwoYear(Percent),PublicFourYear(Percent),MACommunityCollege(Percent),MAStateUniversity(Percent),Univ.ofMass.(Percent),Subject,P+ANum,P+APercent,ANum,APercent,PNum,PPercent,NINum,NIPercent,W/FNum,W/FPercent,StudentIncluded,CPI,SGP,IncludedInSGP,TestsTaken,Reading/Writing,Writing,Math,Students,StudentsDisciplined,PercentInSchoolSuspension,PercentOutofSchoolSuspension,PercentExpulsion,PercentRemovedtoAlternateSetting,PercentEmergencyRemoval,Unnamed:9,ORGCODEUnnamed:1_level_1,FirstLanguageNotEnglishNum,FirstLanguageNotEnglishPercent,EnglishLanguageLearnerNum,EnglishLanguageLearnerPercent,StudentsWithDisabilitiesNum,StudentsWithDisabilitiesPercent,HighNeedsNum,HighNeedsPercent,EconomicallyDisadvantagedNum,EconomicallyDisadvantagedPercent,Town,School
Rockport - Rockport Elementary,2520005.0,16.0,52.0,59.0,73.0,65.0,60.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0, 02520005,0.0,2.0,0.3,97.7,0.0,0.0,0.0,52.2,47.8,,,,,,,,,,,SCIENCE AND TECH/ENG,34.0,49.0,18.0,26.0,16.0,23.0,29.0,42.0,6.0,9.0,69.0,78.6,,,,,,,     415,0.0,,,,,,,2520005.0,10.0,2.5,10.0,2.5,84.0,21.4,160.0,40.7,89.0,22.6,Rockport,Rockport Elementary
Rockport - Rockport High,2520510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,73.0,77.0,68.0,0.0,286.0, 02520510,1.0,1.0,1.7,95.8,0.0,0.0,0.3,51.0,49.0,79.0,67.0,84.8,0.0,40.3,22.4,37.3,17.9,14.9,14.9,SCIENCE AND TECH/ENG,63.0,84.0,27.0,36.0,36.0,48.0,10.0,13.0,2.0,3.0,75.0,93.7,,,87.0,578.0,,554.0,     303,6.0,1.7,0.3,0.0,0.0,0.0,,2520510.0,3.0,1.0,1.0,0.3,53.0,18.5,81.0,28.3,38.0,13.3,Rockport,Rockport High
Rockport - Rockport Middle,2520305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,225.0, 02520305,0.0,0.9,2.2,96.9,0.0,0.0,0.0,54.2,45.8,,,,,,,,,,,SCIENCE AND TECH/ENG,54.0,72.0,3.0,4.0,51.0,68.0,19.0,25.0,2.0,3.0,75.0,87.3,,,,,,,     231,8.0,3.5,0.0,0.0,0.0,0.0,,2520305.0,0.0,0.0,0.0,0.0,42.0,18.7,64.0,28.4,35.0,15.6,Rockport,Rockport Middle
