,SchoolCode,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,ORGCODE,AfricanAmerican,Asian,Hispanic,White,NativeAmerican,"NativeHawaiian,PacificIslander","MultiRace,NonHispanic",Males,Females,HighSchoolGraduates(Num),AttendingColl./Univ.(Num),AttendingColl./Univ.(Percent),PrivateTwoYear(Percent),PrivateFourYear(Percent),PublicTwoYear(Percent),PublicFourYear(Percent),MACommunityCollege(Percent),MAStateUniversity(Percent),Univ.ofMass.(Percent),Subject,P+ANum,P+APercent,ANum,APercent,PNum,PPercent,NINum,NIPercent,W/FNum,W/FPercent,StudentIncluded,CPI,SGP,IncludedInSGP,TestsTaken,Reading/Writing,Writing,Math,Students,StudentsDisciplined,PercentInSchoolSuspension,PercentOutofSchoolSuspension,PercentExpulsion,PercentRemovedtoAlternateSetting,PercentEmergencyRemoval,Unnamed:9,ORGCODEUnnamed:1_level_1,FirstLanguageNotEnglishNum,FirstLanguageNotEnglishPercent,EnglishLanguageLearnerNum,EnglishLanguageLearnerPercent,StudentsWithDisabilitiesNum,StudentsWithDisabilitiesPercent,HighNeedsNum,HighNeedsPercent,EconomicallyDisadvantagedNum,EconomicallyDisadvantagedPercent,Town,School
Billerica - Billerica Memorial High School,310505.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,347.0,290.0,281.0,6.0,1340.0, 00310505,3.4,7.2,5.1,81.9,0.1,0.2,2.0,50.7,49.3,334.0,255.0,76.3,0.0,26.3,22.4,51.4,22.4,13.7,22.4,SCIENCE AND TECH/ENG,233.0,92.0,129.0,51.0,104.0,41.0,19.0,7.0,2.0,1.0,254.0,97.2,,,330.0,553.0,,549.0,"   1,435",39.0,0.0,2.7,0.0,0.0,0.0,,310505.0,103.0,7.7,22.0,1.6,205.0,15.3,351.0,26.2,195.0,14.6,Billerica,Billerica Memorial High School
Billerica - Eugene C Vining,310030.0,0.0,35.0,31.0,34.0,31.0,33.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0, 00310030,2.6,5.6,12.3,72.3,0.0,0.0,7.2,56.9,43.1,,,,,,,,,,,SCIENCE AND TECH/ENG,14.0,50.0,9.0,32.0,5.0,18.0,9.0,32.0,5.0,18.0,28.0,73.2,,,,,,,     204,3.0,,,,,,,310030.0,6.0,3.1,1.0,0.5,34.0,17.4,69.0,35.4,43.0,22.1,Billerica,Eugene C Vining
Billerica - Frederick J Dutile,310007.0,0.0,44.0,45.0,45.0,49.0,38.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0, 00310007,4.8,4.0,5.1,84.2,0.0,0.0,1.8,49.5,50.5,,,,,,,,,,,SCIENCE AND TECH/ENG,19.0,33.0,5.0,9.0,14.0,24.0,27.0,47.0,12.0,21.0,58.0,67.7,,,,,,,     310,0.0,,,,,,,310007.0,10.0,3.7,0.0,0.0,49.0,17.9,77.0,28.2,42.0,15.4,Billerica,Frederick J Dutile
Billerica - Hajjar Elementary,310026.0,0.0,74.0,77.0,78.0,66.0,97.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0, 00310026,6.1,9.3,9.1,73.2,0.2,0.0,2.2,50.9,49.1,,,,,,,,,,,SCIENCE AND TECH/ENG,20.0,26.0,4.0,5.0,16.0,21.0,52.0,67.0,6.0,8.0,78.0,69.2,,,,,,,     516,1.0,,,,,,,310026.0,87.0,18.8,31.0,6.7,74.0,16.0,180.0,39.0,107.0,23.2,Billerica,Hajjar Elementary
Billerica - John F Kennedy,310012.0,0.0,49.0,43.0,64.0,54.0,56.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0, 00310012,1.3,3.5,4.2,88.8,0.0,0.0,2.2,47.6,52.4,,,,,,,,,,,SCIENCE AND TECH/ENG,23.0,38.0,4.0,7.0,19.0,31.0,33.0,54.0,5.0,8.0,61.0,75.0,,,,,,,     328,0.0,,,,,,,310012.0,10.0,3.2,0.0,0.0,44.0,14.1,76.0,24.3,42.0,13.4,Billerica,John F Kennedy
Billerica - Locke Middle,310310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,172.0,172.0,0.0,0.0,0.0,0.0,0.0,506.0, 00310310,3.0,6.3,4.7,82.4,0.0,0.6,3.0,52.2,47.8,,,,,,,,,,,SCIENCE AND TECH/ENG,84.0,45.0,9.0,5.0,75.0,40.0,71.0,38.0,31.0,17.0,186.0,74.2,,,,,,,     544,1.0,,,,,,,310310.0,37.0,7.3,0.0,0.0,92.0,18.2,148.0,29.2,74.0,14.6,Billerica,Locke Middle
Billerica - Marshall Middle School,310305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,210.0,217.0,0.0,0.0,0.0,0.0,0.0,652.0, 00310305,3.5,6.3,4.9,83.7,0.3,0.2,1.1,50.3,49.7,,,,,,,,,,,SCIENCE AND TECH/ENG,91.0,45.0,5.0,2.0,86.0,43.0,87.0,43.0,24.0,12.0,202.0,75.6,,,,,,,     636,10.0,0.2,1.6,0.0,0.0,0.0,,310305.0,56.0,8.6,6.0,0.9,136.0,20.9,218.0,33.4,114.0,17.5,Billerica,Marshall Middle School
Billerica - Parker,310015.0,0.0,77.0,75.0,95.0,84.0,90.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.0, 00310015,5.4,10.8,7.4,73.1,0.2,0.0,3.2,54.0,46.0,,,,,,,,,,,SCIENCE AND TECH/ENG,23.0,36.0,3.0,5.0,20.0,31.0,31.0,48.0,10.0,16.0,64.0,69.9,,,,,,,     515,0.0,,,,,,,310015.0,26.0,5.2,3.0,0.6,113.0,22.5,172.0,34.3,100.0,19.9,Billerica,Parker
Billerica - Thomas Ditson,310005.0,0.0,74.0,91.0,82.0,94.0,90.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0, 00310005,5.8,10.3,6.2,72.6,0.0,0.0,5.2,49.4,50.6,,,,,,,,,,,SCIENCE AND TECH/ENG,25.0,31.0,6.0,7.0,19.0,23.0,43.0,53.0,13.0,16.0,81.0,68.5,,,,,,,     555,2.0,,,,,,,310005.0,43.0,8.0,13.0,2.4,90.0,16.8,176.0,32.8,99.0,18.5,Billerica,Thomas Ditson
