,SchoolCode,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,ORGCODE,AfricanAmerican,Asian,Hispanic,White,NativeAmerican,"NativeHawaiian,PacificIslander","MultiRace,NonHispanic",Males,Females,HighSchoolGraduates(Num),AttendingColl./Univ.(Num),AttendingColl./Univ.(Percent),PrivateTwoYear(Percent),PrivateFourYear(Percent),PublicTwoYear(Percent),PublicFourYear(Percent),MACommunityCollege(Percent),MAStateUniversity(Percent),Univ.ofMass.(Percent),Subject,P+ANum,P+APercent,ANum,APercent,PNum,PPercent,NINum,NIPercent,W/FNum,W/FPercent,StudentIncluded,CPI,SGP,IncludedInSGP,TestsTaken,Reading/Writing,Writing,Math,Students,StudentsDisciplined,PercentInSchoolSuspension,PercentOutofSchoolSuspension,PercentExpulsion,PercentRemovedtoAlternateSetting,PercentEmergencyRemoval,Unnamed:9,ORGCODEUnnamed:1_level_1,FirstLanguageNotEnglishNum,FirstLanguageNotEnglishPercent,EnglishLanguageLearnerNum,EnglishLanguageLearnerPercent,StudentsWithDisabilitiesNum,StudentsWithDisabilitiesPercent,HighNeedsNum,HighNeedsPercent,EconomicallyDisadvantagedNum,EconomicallyDisadvantagedPercent,Town,School
South Hadley - South Hadley High,2780505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,141.0,123.0,139.0,8.0,555.0, 02780505,2.7,2.7,7.6,85.8,0.0,0.4,0.9,49.9,50.1,139.0,111.0,79.9,0.0,30.6,38.7,30.6,37.8,9.9,14.4,SCIENCE AND TECH/ENG,97.0,87.0,41.0,37.0,56.0,50.0,14.0,13.0,0.0,0.0,111.0,95.7,,,112.0,543.0,,552.0,     558,18.0,3.0,0.5,0.0,0.0,0.0,,2780505.0,14.0,2.5,8.0,1.4,72.0,13.0,166.0,29.9,118.0,21.3,South Hadley,South Hadley High
South Hadley - Michael E. Smith Middle School,2780305.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,146.0,137.0,133.0,0.0,0.0,0.0,0.0,0.0,572.0, 02780305,1.4,2.1,14.3,79.5,0.0,0.0,2.6,47.4,52.6,,,,,,,,,,,SCIENCE AND TECH/ENG,130.0,48.0,16.0,6.0,114.0,42.0,118.0,43.0,24.0,9.0,272.0,77.2,,,,,,,     565,43.0,6.2,2.3,0.0,0.0,0.0,,2780305.0,44.0,7.7,22.0,3.8,84.0,14.7,222.0,38.8,158.0,27.6,South Hadley,Michael E. Smith Middle School
South Hadley - Mosier,2780020.0,0.0,0.0,0.0,138.0,154.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0, 02780020,1.2,1.9,15.7,79.5,0.2,0.0,1.4,53.1,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,     444,0.0,,,,,,,2780020.0,39.0,9.3,31.0,7.4,65.0,15.5,176.0,41.9,118.0,28.1,South Hadley,Mosier
South Hadley - Plains Elementary,2780015.0,63.0,133.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0, 02780015,1.2,2.9,15.6,77.1,0.0,0.0,3.2,46.5,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,     369,0.0,,,,,,,2780015.0,24.0,7.1,19.0,5.6,62.0,18.2,145.0,42.6,101.0,29.7,South Hadley,Plains Elementary
