,SchoolCode,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,ORGCODE,AfricanAmerican,Asian,Hispanic,White,NativeAmerican,"NativeHawaiian,PacificIslander","MultiRace,NonHispanic",Males,Females,HighSchoolGraduates(Num),AttendingColl./Univ.(Num),AttendingColl./Univ.(Percent),PrivateTwoYear(Percent),PrivateFourYear(Percent),PublicTwoYear(Percent),PublicFourYear(Percent),MACommunityCollege(Percent),MAStateUniversity(Percent),Univ.ofMass.(Percent),Subject,P+ANum,P+APercent,ANum,APercent,PNum,PPercent,NINum,NIPercent,W/FNum,W/FPercent,StudentIncluded,CPI,SGP,IncludedInSGP,TestsTaken,Reading/Writing,Writing,Math,Students,StudentsDisciplined,PercentInSchoolSuspension,PercentOutofSchoolSuspension,PercentExpulsion,PercentRemovedtoAlternateSetting,PercentEmergencyRemoval,Unnamed:9,ORGCODEUnnamed:1_level_1,FirstLanguageNotEnglishNum,FirstLanguageNotEnglishPercent,EnglishLanguageLearnerNum,EnglishLanguageLearnerPercent,StudentsWithDisabilitiesNum,StudentsWithDisabilitiesPercent,HighNeedsNum,HighNeedsPercent,EconomicallyDisadvantagedNum,EconomicallyDisadvantagedPercent,Town,School
Boston - Henry Grew,350135.0,21.0,42.0,40.0,33.0,48.0,31.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0, 00350135,40.9,2.0,41.3,10.2,0.0,0.4,5.1,44.5,55.5,,,,,,,,,,,SCIENCE AND TECH/ENG,8.0,30.0,2.0,7.0,6.0,22.0,13.0,48.0,6.0,22.0,27.0,65.7,,,,,,,     294,1.0,,,,,,,350135.0,72.0,28.3,56.0,22.0,13.0,5.1,198.0,78.0,171.0,67.3,Boston,Henry Grew
Boston - Charles H Taylor,350054.0,21.0,75.0,85.0,72.0,107.0,98.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.0, 00350054,76.5,0.8,18.8,0.6,0.9,0.0,2.5,51.6,48.4,,,,,,,,,,,SCIENCE AND TECH/ENG,14.0,23.0,6.0,10.0,8.0,13.0,17.0,27.0,31.0,50.0,62.0,54.0,,,,,,,     589,3.0,,,,,,,350054.0,197.0,37.4,182.0,34.5,80.0,15.2,448.0,85.0,373.0,70.8,Boston,Charles H Taylor
Boston - Oliver Hazard Perry,350255.0,22.0,26.0,24.0,30.0,31.0,25.0,17.0,23.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,220.0, 00350255,21.4,0.9,14.5,60.5,0.0,0.0,2.7,56.8,43.2,,,,,,,,,,,SCIENCE AND TECH/ENG,6.0,15.0,2.0,5.0,4.0,10.0,22.0,55.0,12.0,30.0,40.0,57.5,,,,,,,     258,2.0,,,,,,,350255.0,36.0,16.4,33.0,15.0,56.0,25.5,125.0,56.8,103.0,46.8,Boston,Oliver Hazard Perry
Boston - Donald Mckay,350080.0,22.0,62.0,66.0,89.0,90.0,83.0,92.0,98.0,101.0,75.0,0.0,0.0,0.0,0.0,0.0,778.0, 00350080,2.1,0.5,88.9,7.5,0.1,0.0,0.9,49.4,50.6,,,,,,,,,,,SCIENCE AND TECH/ENG,10.0,7.0,0.0,0.0,10.0,7.0,69.0,46.0,72.0,48.0,151.0,50.0,,,,,,,     764,34.0,3.3,1.7,0.0,0.0,0.0,,350080.0,644.0,82.8,471.0,60.5,90.0,11.6,700.0,90.0,484.0,62.2,Boston,Donald Mckay
Boston - Edward Everett,350088.0,23.0,40.0,38.0,39.0,44.0,47.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0, 00350088,41.5,18.4,30.5,3.7,0.4,0.0,5.5,49.3,50.7,,,,,,,,,,,SCIENCE AND TECH/ENG,3.0,9.0,0.0,0.0,3.0,9.0,18.0,51.0,14.0,40.0,35.0,47.1,,,,,,,     316,1.0,,,,,,,350088.0,120.0,44.1,79.0,29.0,47.0,17.3,227.0,83.5,178.0,65.4,Boston,Edward Everett
Boston - Mozart,350237.0,25.0,23.0,24.0,28.0,27.0,30.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0, 00350237,24.0,3.9,24.0,39.7,1.1,0.0,7.3,59.2,40.8,,,,,,,,,,,SCIENCE AND TECH/ENG,5.0,24.0,2.0,10.0,3.0,14.0,9.0,43.0,7.0,33.0,21.0,63.1,,,,,,,     200,2.0,,,,,,,350237.0,36.0,20.1,29.0,16.2,30.0,16.8,87.0,48.6,56.0,31.3,Boston,Mozart
Boston - Patrick J Kennedy,350264.0,25.0,37.0,39.0,50.0,52.0,62.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0, 00350264,2.6,2.6,88.5,5.9,0.0,0.0,0.3,54.4,45.6,,,,,,,,,,,SCIENCE AND TECH/ENG,7.0,32.0,0.0,0.0,7.0,32.0,12.0,55.0,3.0,14.0,22.0,69.3,,,,,,,     334,4.0,,,,,,,350264.0,277.0,90.8,243.0,79.7,46.0,15.1,284.0,93.1,192.0,63.0,Boston,Patrick J Kennedy
Boston - O W Holmes,350138.0,25.0,45.0,53.0,56.0,62.0,63.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.0, 00350138,58.8,3.2,28.8,2.9,0.0,0.6,5.8,51.0,49.0,,,,,,,,,,,SCIENCE AND TECH/ENG,2.0,5.0,0.0,0.0,2.0,5.0,11.0,28.0,27.0,68.0,40.0,31.9,,,,,,,     440,20.0,0.7,4.3,0.0,0.0,0.0,,350138.0,78.0,22.5,64.0,18.4,98.0,28.2,286.0,82.4,255.0,73.5,Boston,O W Holmes
Boston - Samuel W Mason,350304.0,26.0,37.0,37.0,38.0,35.0,35.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0, 00350304,48.3,2.1,34.7,6.2,2.1,0.8,5.8,56.2,43.8,,,,,,,,,,,SCIENCE AND TECH/ENG,2.0,10.0,1.0,5.0,1.0,5.0,11.0,55.0,7.0,35.0,20.0,48.8,,,,,,,     267,0.0,,,,,,,350304.0,83.0,34.3,68.0,28.1,72.0,29.8,197.0,81.4,156.0,64.5,Boston,Samuel W Mason
Boston - William Ellery Channing,350360.0,27.0,37.0,40.0,38.0,29.0,21.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0, 00350360,49.1,2.3,39.4,6.0,0.0,0.5,2.8,47.2,52.8,,,,,,,,,,,SCIENCE AND TECH/ENG,5.0,26.0,1.0,5.0,4.0,21.0,13.0,68.0,1.0,5.0,19.0,64.5,,,,,,,     288,0.0,,,,,,,350360.0,71.0,32.9,58.0,26.9,18.0,8.3,161.0,74.5,136.0,63.0,Boston,William Ellery Channing
Boston - Dennis C Haley,350077.0,27.0,39.0,44.0,45.0,46.0,46.0,66.0,48.0,41.0,45.0,0.0,0.0,0.0,0.0,0.0,447.0, 00350077,30.6,1.1,37.6,24.6,0.2,0.2,5.6,51.2,48.8,,,,,,,,,,,SCIENCE AND TECH/ENG,12.0,13.0,5.0,5.0,7.0,7.0,46.0,48.0,37.0,39.0,95.0,50.3,,,,,,,     505,13.0,2.4,0.4,0.0,0.0,0.0,,350077.0,111.0,24.8,91.0,20.4,144.0,32.2,293.0,65.5,197.0,44.1,Boston,Dennis C Haley
Boston - Mario Umana Academy,350656.0,27.0,74.0,75.0,71.0,67.0,93.0,90.0,205.0,142.0,160.0,0.0,0.0,0.0,0.0,0.0,1004.0, 00350656,3.2,2.3,87.3,6.6,0.0,0.1,0.6,52.6,47.4,,,,,,,,,,,SCIENCE AND TECH/ENG,40.0,21.0,0.0,0.0,40.0,21.0,83.0,43.0,69.0,36.0,192.0,55.2,,,,,,,"   1,061",53.0,1.8,3.6,0.0,0.0,0.0,,350656.0,817.0,81.4,596.0,59.4,152.0,15.1,899.0,89.5,647.0,64.4,Boston,Mario Umana Academy
Boston - Dante Alighieri Montessori School,350066.0,28.0,14.0,13.0,12.0,13.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0, 00350066,2.2,1.1,56.5,35.9,0.0,0.0,4.3,41.3,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,      98,1.0,,,,,,,350066.0,49.0,53.3,47.0,51.1,9.0,9.8,57.0,62.0,35.0,38.0,Boston,Dante Alighieri Montessori School
Boston - Ellis Mendell,350100.0,29.0,39.0,43.0,41.0,44.0,41.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0, 00350100,22.8,0.7,31.8,36.0,0.4,0.0,8.2,50.9,49.1,,,,,,,,,,,SCIENCE AND TECH/ENG,4.0,18.0,2.0,9.0,2.0,9.0,8.0,36.0,10.0,45.0,22.0,50.0,,,,,,,     272,6.0,2.2,0.4,0.0,0.0,0.0,,350100.0,66.0,24.7,60.0,22.5,52.0,19.5,127.0,47.6,93.0,34.8,Boston,Ellis Mendell
Boston - Thomas J Kenny,350328.0,29.0,41.0,38.0,46.0,57.0,73.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0, 00350328,36.9,15.4,22.5,20.0,0.3,0.0,4.9,52.3,47.7,,,,,,,,,,,SCIENCE AND TECH/ENG,4.0,10.0,1.0,3.0,3.0,8.0,18.0,45.0,18.0,45.0,40.0,46.9,,,,,,,     389,14.0,0.0,3.6,0.0,0.0,0.0,,350328.0,113.0,34.8,107.0,32.9,62.0,19.1,249.0,76.6,210.0,64.6,Boston,Thomas J Kenny
Boston - John Winthrop,350180.0,30.0,54.0,59.0,41.0,48.0,50.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0, 00350180,59.3,1.8,33.3,1.8,0.3,1.2,2.1,48.6,51.4,,,,,,,,,,,SCIENCE AND TECH/ENG,6.0,18.0,0.0,0.0,6.0,18.0,14.0,41.0,14.0,41.0,34.0,53.7,,,,,,,     368,32.0,0.8,8.4,0.0,0.0,0.0,,350180.0,106.0,32.4,80.0,24.5,36.0,11.0,283.0,86.5,248.0,75.8,Boston,John Winthrop
Boston - John F Kennedy,350166.0,30.0,56.0,61.0,63.0,72.0,60.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0, 00350166,18.1,1.8,71.7,6.4,0.0,0.0,2.0,49.0,51.0,,,,,,,,,,,SCIENCE AND TECH/ENG,3.0,6.0,0.0,0.0,3.0,6.0,30.0,61.0,16.0,33.0,49.0,50.0,,,,,,,     435,0.0,,,,,,,350166.0,223.0,56.9,195.0,49.7,62.0,15.8,333.0,84.9,280.0,71.4,Boston,John F Kennedy
Boston - Higginson,350015.0,31.0,53.0,42.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0, 00350015,37.4,0.6,57.9,1.2,0.6,0.0,2.3,52.6,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,     219,3.0,,,,,,,350015.0,83.0,48.5,76.0,44.4,42.0,24.6,161.0,94.2,150.0,87.7,Boston,Higginson
Boston - Curtis Guild,350062.0,32.0,36.0,32.0,41.0,55.0,47.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0, 00350062,1.0,0.7,80.0,18.0,0.0,0.0,0.3,50.5,49.5,,,,,,,,,,,SCIENCE AND TECH/ENG,0.0,0.0,0.0,0.0,0.0,0.0,13.0,36.0,23.0,64.0,36.0,34.0,,,,,,,     345,1.0,,,,,,,350062.0,233.0,79.0,194.0,65.8,68.0,23.1,266.0,90.2,196.0,66.4,Boston,Curtis Guild
Boston - Joseph J Hurley,350182.0,33.0,48.0,46.0,49.0,44.0,40.0,37.0,30.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0,360.0, 00350182,6.9,1.1,68.9,20.3,0.3,0.0,2.5,51.1,48.9,,,,,,,,,,,SCIENCE AND TECH/ENG,7.0,15.0,2.0,4.0,5.0,10.0,25.0,52.0,16.0,33.0,48.0,51.6,,,,,,,     373,15.0,1.3,3.2,0.0,0.0,0.0,,350182.0,236.0,65.6,201.0,55.8,51.0,14.2,267.0,74.2,201.0,55.8,Boston,Joseph J Hurley
Boston - Manassah E Bradley,350215.0,35.0,41.0,35.0,42.0,44.0,62.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0, 00350215,4.1,6.4,52.2,34.6,0.0,0.0,2.7,53.2,46.8,,,,,,,,,,,SCIENCE AND TECH/ENG,18.0,50.0,4.0,11.0,14.0,39.0,14.0,39.0,4.0,11.0,36.0,75.0,,,,,,,     312,0.0,,,,,,,350215.0,172.0,58.3,105.0,35.6,51.0,17.3,230.0,78.0,159.0,53.9,Boston,Manassah E Bradley
Boston - Gardner Pilot Academy,350326.0,35.0,41.0,40.0,40.0,40.0,38.0,41.0,47.0,37.0,42.0,0.0,0.0,0.0,0.0,0.0,401.0, 00350326,11.7,4.5,65.6,13.2,0.0,0.2,4.7,52.6,47.4,,,,,,,,,,,SCIENCE AND TECH/ENG,8.0,10.0,2.0,3.0,6.0,8.0,39.0,49.0,32.0,41.0,79.0,48.7,,,,,,,     424,15.0,1.7,2.4,0.0,0.2,0.0,,350326.0,260.0,64.8,191.0,47.6,102.0,25.4,328.0,81.8,234.0,58.4,Boston,Gardner Pilot Academy
Boston - Paul A Dever,350268.0,35.0,47.0,55.0,56.0,54.0,54.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0, 00350268,25.3,6.2,61.0,5.1,0.6,0.3,1.7,52.8,47.2,,,,,,,,,,,SCIENCE AND TECH/ENG,2.0,4.0,0.0,0.0,2.0,4.0,30.0,59.0,19.0,37.0,51.0,47.1,,,,,,,     477,43.0,0.8,9.0,0.0,0.0,0.4,,350268.0,202.0,56.7,169.0,47.5,50.0,14.0,324.0,91.0,287.0,80.6,Boston,Paul A Dever
Boston - Mission Hill School,350382.0,36.0,21.0,30.0,22.0,26.0,28.0,25.0,19.0,16.0,18.0,0.0,0.0,0.0,0.0,0.0,241.0, 00350382,23.2,0.8,35.7,34.0,0.4,0.4,5.4,58.5,41.5,,,,,,,,,,,SCIENCE AND TECH/ENG,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,23.0,79.0,29.0,28.4,,,,,,,     241,4.0,,,,,,,350382.0,52.0,21.6,41.0,17.0,85.0,35.3,147.0,61.0,116.0,48.1,Boston,Mission Hill School
Boston - Sarah Greenwood,350308.0,38.0,49.0,43.0,55.0,45.0,43.0,39.0,40.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0,402.0, 00350308,23.6,0.2,72.9,0.7,0.0,0.2,2.2,54.0,46.0,,,,,,,,,,,SCIENCE AND TECH/ENG,4.0,5.0,1.0,1.0,3.0,4.0,23.0,30.0,49.0,64.0,76.0,33.6,,,,,,,     496,39.0,4.2,5.2,0.0,0.0,0.0,,350308.0,246.0,61.2,192.0,47.8,91.0,22.6,364.0,90.5,306.0,76.1,Boston,Sarah Greenwood
Boston - Samuel Adams,350302.0,40.0,52.0,41.0,48.0,51.0,26.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0, 00350302,4.1,1.4,75.6,17.9,0.3,0.0,0.7,49.5,50.5,,,,,,,,,,,SCIENCE AND TECH/ENG,2.0,8.0,0.0,0.0,2.0,8.0,16.0,62.0,8.0,31.0,26.0,52.9,,,,,,,     324,6.0,0.0,1.9,0.0,0.0,0.0,,350302.0,230.0,79.0,210.0,72.2,55.0,18.9,266.0,91.4,165.0,56.7,Boston,Samuel Adams
Boston - Winship Elementary,350374.0,43.0,34.0,29.0,32.0,34.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0, 00350374,17.2,14.5,32.6,29.9,0.0,0.0,5.9,54.8,45.2,,,,,,,,,,,SCIENCE AND TECH/ENG,3.0,13.0,1.0,4.0,2.0,9.0,11.0,48.0,9.0,39.0,23.0,50.0,,,,,,,     284,1.0,,,,,,,350374.0,110.0,49.8,82.0,37.1,30.0,13.6,165.0,74.7,101.0,45.7,Boston,Winship Elementary
Boston - Joseph P Tynan,350181.0,44.0,25.0,30.0,31.0,31.0,38.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0, 00350181,39.1,9.4,27.0,20.2,0.0,0.0,4.3,59.7,40.3,,,,,,,,,,,SCIENCE AND TECH/ENG,3.0,15.0,0.0,0.0,3.0,15.0,9.0,45.0,8.0,40.0,20.0,61.3,,,,,,,     298,2.0,,,,,,,350181.0,78.0,33.5,63.0,27.0,97.0,41.6,216.0,92.7,182.0,78.1,Boston,Joseph P Tynan
Boston - Dr. Catherine Ellison-Rosa Parks Early Ed School,350008.0,44.0,37.0,38.0,38.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0, 00350008,51.9,1.1,42.9,2.1,0.5,0.0,1.6,52.4,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,     223,8.0,0.4,3.1,0.0,0.0,0.4,,350008.0,119.0,63.0,114.0,60.3,42.0,22.2,169.0,89.4,134.0,70.9,Boston,Dr. Catherine Ellison-Rosa Parks Early Ed School
Boston - Mildred Avenue K-8,350378.0,44.0,42.0,43.0,44.0,49.0,32.0,23.0,108.0,81.0,84.0,0.0,0.0,0.0,0.0,0.0,550.0, 00350378,67.5,0.9,25.8,2.0,1.5,0.0,2.4,50.7,49.3,,,,,,,,,,,SCIENCE AND TECH/ENG,2.0,2.0,0.0,0.0,2.0,2.0,30.0,27.0,79.0,71.0,111.0,40.5,,,,,,,     582,10.0,0.0,1.7,0.0,0.0,0.0,,350378.0,208.0,37.8,153.0,27.8,111.0,20.2,463.0,84.2,387.0,70.4,Boston,Mildred Avenue K-8
Boston - Franklin D Roosevelt,350116.0,44.0,44.0,42.0,43.0,44.0,50.0,46.0,55.0,37.0,48.0,0.0,0.0,0.0,0.0,0.0,453.0, 00350116,37.1,1.5,39.7,17.9,0.4,0.2,3.1,52.8,47.2,,,,,,,,,,,SCIENCE AND TECH/ENG,15.0,18.0,3.0,4.0,12.0,14.0,39.0,46.0,30.0,36.0,84.0,53.9,,,,,,,     500,6.0,0.2,1.2,0.0,0.0,0.0,,350116.0,124.0,27.4,86.0,19.0,121.0,26.7,307.0,67.8,213.0,47.0,Boston,Franklin D Roosevelt
Boston - Young Achievers,350380.0,44.0,54.0,61.0,60.0,66.0,114.0,41.0,48.0,43.0,34.0,0.0,0.0,0.0,0.0,0.0,565.0, 00350380,50.6,0.0,45.8,1.2,0.2,0.0,2.1,54.5,45.5,,,,,,,,,,,SCIENCE AND TECH/ENG,11.0,13.0,1.0,1.0,10.0,12.0,37.0,44.0,37.0,44.0,85.0,49.7,,,,,,,     614,47.0,0.5,7.7,0.0,0.0,0.0,,350380.0,213.0,37.7,174.0,30.8,121.0,21.4,463.0,81.9,399.0,70.6,Boston,Young Achievers
Boston - Joyce Kilmer,350190.0,44.0,60.0,44.0,44.0,52.0,73.0,51.0,44.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,466.0, 00350190,15.2,8.6,19.5,51.3,0.0,0.2,5.2,50.4,49.6,,,,,,,,,,,SCIENCE AND TECH/ENG,12.0,21.0,1.0,2.0,11.0,19.0,33.0,58.0,12.0,21.0,57.0,63.6,,,,,,,     482,2.0,,,,,,,350190.0,109.0,23.4,50.0,10.7,111.0,23.8,238.0,51.1,123.0,26.4,Boston,Joyce Kilmer
Boston - Richard J Murphy,350240.0,44.0,65.0,61.0,86.0,96.0,136.0,134.0,146.0,84.0,89.0,0.0,0.0,0.0,0.0,0.0,941.0, 00350240,18.4,41.9,21.6,14.3,0.5,0.3,3.0,53.2,46.8,,,,,,,,,,,SCIENCE AND TECH/ENG,51.0,26.0,13.0,7.0,38.0,19.0,95.0,48.0,51.0,26.0,197.0,63.8,,,,,,,"   1,016",38.0,0.4,3.7,0.0,0.1,0.0,,350240.0,501.0,53.2,267.0,28.4,135.0,14.3,661.0,70.2,456.0,48.5,Boston,Richard J Murphy
Boston - Beethoven,350021.0,44.0,85.0,93.0,93.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0, 00350021,27.8,2.5,25.9,40.4,0.0,0.0,3.4,48.5,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,     368,0.0,,,,,,,350021.0,108.0,33.3,99.0,30.6,53.0,16.4,190.0,58.6,129.0,39.8,Boston,Beethoven
Boston - ELC - West Zone,350006.0,45.0,36.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0, 00350006,28.7,7.0,38.3,21.7,0.9,0.0,3.5,57.4,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,     134,0.0,,,,,,,350006.0,46.0,40.0,43.0,37.4,25.0,21.7,83.0,72.2,55.0,47.8,Boston,ELC - West Zone
Boston - Lee Academy,350001.0,45.0,36.0,36.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0, 00350001,52.5,7.6,27.8,6.3,0.9,0.4,4.5,53.8,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,     219,0.0,,,,,,,350001.0,68.0,30.5,61.0,27.4,53.0,23.8,175.0,78.5,138.0,61.9,Boston,Lee Academy
Boston - James J Chittick,350154.0,46.0,37.0,47.0,43.0,40.0,52.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0, 00350154,64.4,1.3,26.8,2.9,0.0,0.0,4.6,54.9,45.1,,,,,,,,,,,SCIENCE AND TECH/ENG,6.0,30.0,0.0,0.0,6.0,30.0,9.0,45.0,5.0,25.0,20.0,70.0,,,,,,,     340,0.0,,,,,,,350154.0,71.0,23.2,62.0,20.3,85.0,27.8,252.0,82.4,218.0,71.2,Boston,James J Chittick
