,SchoolCode,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,ORGCODE,AfricanAmerican,Asian,Hispanic,White,NativeAmerican,"NativeHawaiian,PacificIslander","MultiRace,NonHispanic",Males,Females,HighSchoolGraduates(Num),AttendingColl./Univ.(Num),AttendingColl./Univ.(Percent),PrivateTwoYear(Percent),PrivateFourYear(Percent),PublicTwoYear(Percent),PublicFourYear(Percent),MACommunityCollege(Percent),MAStateUniversity(Percent),Univ.ofMass.(Percent),Subject,P+ANum,P+APercent,ANum,APercent,PNum,PPercent,NINum,NIPercent,W/FNum,W/FPercent,StudentIncluded,CPI,SGP,IncludedInSGP,TestsTaken,Reading/Writing,Writing,Math,Students,StudentsDisciplined,PercentInSchoolSuspension,PercentOutofSchoolSuspension,PercentExpulsion,PercentRemovedtoAlternateSetting,PercentEmergencyRemoval,Unnamed:9,ORGCODEUnnamed:1_level_1,FirstLanguageNotEnglishNum,FirstLanguageNotEnglishPercent,EnglishLanguageLearnerNum,EnglishLanguageLearnerPercent,StudentsWithDisabilitiesNum,StudentsWithDisabilitiesPercent,HighNeedsNum,HighNeedsPercent,EconomicallyDisadvantagedNum,EconomicallyDisadvantagedPercent,Town,School
Boston - Fenway High School,350540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,97.0,89.0,76.0,0.0,364.0, 00350540,31.0,3.3,59.9,4.1,0.0,0.3,1.4,49.2,50.8,77.0,58.0,75.3,1.7,37.9,17.2,43.1,15.5,17.2,20.7,SCIENCE AND TECH/ENG,51.0,59.0,7.0,8.0,44.0,51.0,34.0,39.0,2.0,2.0,87.0,84.5,,,99.0,457.0,,453.0,     365,17.0,1.9,2.7,0.0,0.0,0.0,,350540.0,201.0,55.2,85.0,23.4,73.0,20.1,265.0,72.8,197.0,54.1,Boston,Fenway High School
Boston - Community Academy of Science and Health,350581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,63.0,126.0,97.0,0.0,389.0, 00350581,66.8,3.1,25.4,2.1,0.3,0.0,2.3,53.7,46.3,74.0,39.0,52.7,0.0,10.3,69.2,20.5,66.7,2.6,15.4,SCIENCE AND TECH/ENG,15.0,29.0,3.0,6.0,12.0,23.0,30.0,58.0,7.0,13.0,52.0,66.8,,,81.0,413.0,,417.0,     450,36.0,0.0,8.0,0.0,0.0,0.0,,350581.0,178.0,45.8,125.0,32.1,139.0,35.7,337.0,86.6,274.0,70.4,Boston,Community Academy of Science and Health
Boston - West Roxbury Academy,350658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,84.0,162.0,119.0,0.0,475.0, 00350658,49.9,2.7,37.9,6.7,0.4,0.4,1.9,54.3,45.7,124.0,78.0,62.9,1.3,19.2,50.0,29.5,46.2,12.8,16.7,SCIENCE AND TECH/ENG,11.0,16.0,0.0,0.0,11.0,16.0,46.0,68.0,11.0,16.0,68.0,61.4,,,95.0,429.0,,432.0,     604,19.0,0.0,3.1,0.0,0.0,0.3,,350658.0,237.0,49.9,139.0,29.3,102.0,21.5,388.0,81.7,292.0,61.5,Boston,West Roxbury Academy
Boston - Excel High School,350522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,110.0,146.0,120.0,0.0,491.0, 00350522,37.3,23.0,30.5,7.3,0.0,0.0,1.8,61.3,38.7,126.0,90.0,71.4,0.0,16.7,55.6,27.8,53.3,4.4,23.3,SCIENCE AND TECH/ENG,27.0,35.0,4.0,5.0,23.0,30.0,44.0,57.0,6.0,8.0,77.0,72.7,,,145.0,437.0,,479.0,     549,94.0,3.3,15.1,0.0,0.2,0.5,,350522.0,263.0,53.6,165.0,33.6,124.0,25.3,417.0,84.9,328.0,66.8,Boston,Excel High School
Boston - Boston Community Leadership Academy,350558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,131.0,116.0,107.0,0.0,474.0, 00350558,34.8,5.3,52.7,5.1,0.4,0.0,1.7,51.9,48.1,109.0,89.0,81.7,0.0,36.0,37.1,27.0,36.0,12.4,13.5,SCIENCE AND TECH/ENG,33.0,32.0,2.0,2.0,31.0,30.0,57.0,55.0,13.0,13.0,103.0,75.2,,,170.0,449.0,,474.0,     518,17.0,0.0,3.3,0.0,0.0,0.0,,350558.0,304.0,64.1,123.0,25.9,100.0,21.1,373.0,78.7,286.0,60.3,Boston,Boston Community Leadership Academy
Boston - Boston Arts Academy,350546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,136.0,125.0,80.0,0.0,469.0, 00350546,40.3,4.1,37.5,13.2,0.4,0.2,4.3,33.7,66.3,81.0,63.0,77.8,1.6,46.0,19.0,33.3,19.0,12.7,9.5,SCIENCE AND TECH/ENG,60.0,55.0,1.0,1.0,59.0,54.0,44.0,40.0,5.0,5.0,109.0,81.2,,,143.0,487.0,,471.0,     450,0.0,,,,,,,350546.0,167.0,35.6,21.0,4.5,67.0,14.3,270.0,57.6,221.0,47.1,Boston,Boston Arts Academy
Boston - Brighton High,350505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,141.0,204.0,205.0,0.0,682.0, 00350505,42.2,4.0,47.7,4.4,0.7,0.1,0.9,61.4,38.6,198.0,131.0,66.2,0.8,17.6,48.9,32.8,47.3,9.2,22.1,SCIENCE AND TECH/ENG,31.0,26.0,4.0,3.0,27.0,23.0,57.0,48.0,30.0,25.0,118.0,61.7,,,130.0,428.0,,442.0,     945,78.0,0.7,7.8,0.0,0.0,0.0,,350505.0,412.0,60.4,296.0,43.4,146.0,21.4,602.0,88.3,476.0,69.8,Boston,Brighton High
Boston - Boston International High School,350507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,90.0,67.0,74.0,0.0,366.0, 00350507,43.4,4.1,48.4,2.5,0.0,0.8,0.8,55.5,44.5,,,,,,,,,,,SCIENCE AND TECH/ENG,15.0,30.0,2.0,4.0,13.0,26.0,28.0,56.0,7.0,14.0,50.0,65.5,,,86.0,400.0,,447.0,     569,22.0,0.2,3.5,0.0,0.2,0.0,,350507.0,366.0,100.0,338.0,92.3,22.0,6.0,366.0,100.0,242.0,66.1,Boston,Boston International High School
Boston - Snowden International School at Copley,350690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,104.0,115.0,83.0,0.0,444.0, 00350690,34.0,6.5,49.5,6.3,0.5,0.7,2.5,48.6,51.4,65.0,49.0,75.4,2.0,16.3,49.0,32.7,46.9,14.3,16.3,SCIENCE AND TECH/ENG,27.0,29.0,4.0,4.0,23.0,25.0,58.0,63.0,7.0,8.0,92.0,69.6,,,90.0,465.0,,456.0,     451,38.0,0.2,7.8,0.0,0.0,0.9,,350690.0,230.0,51.8,57.0,12.8,106.0,23.9,332.0,74.8,266.0,59.9,Boston,Snowden International School at Copley
Boston - The English High,350535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,98.0,119.0,140.0,0.0,539.0, 00350535,41.7,1.5,54.9,1.3,0.0,0.0,0.6,57.3,42.7,93.0,53.0,57.0,1.9,15.1,56.6,26.4,52.8,11.3,13.2,SCIENCE AND TECH/ENG,24.0,29.0,3.0,4.0,21.0,25.0,46.0,55.0,13.0,16.0,83.0,68.1,,,109.0,425.0,,430.0,     647,28.0,0.2,4.0,0.0,0.2,0.0,,350535.0,305.0,56.6,212.0,39.3,111.0,20.6,459.0,85.2,388.0,72.0,Boston,The English High
Boston - Madison Park High,350537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,238.0,198.0,191.0,0.0,859.0, 00350537,36.7,1.3,57.5,2.0,0.2,0.2,2.1,58.0,42.0,208.0,97.0,46.6,1.0,26.8,55.7,16.5,55.7,2.1,14.4,SCIENCE AND TECH/ENG,26.0,17.0,2.0,1.0,24.0,16.0,84.0,55.0,43.0,28.0,153.0,59.3,,,75.0,414.0,,416.0,     891,137.0,9.8,9.2,0.0,0.3,0.1,,350537.0,520.0,60.5,323.0,37.6,287.0,33.4,766.0,89.2,609.0,70.9,Boston,Madison Park High
Boston - Charlestown High,350515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,209.0,200.0,242.0,0.0,920.0, 00350515,32.6,13.2,48.4,4.7,0.1,0.0,1.1,58.3,41.6,139.0,91.0,65.5,0.0,33.0,35.2,31.9,34.1,7.7,20.9,SCIENCE AND TECH/ENG,29.0,24.0,1.0,1.0,28.0,23.0,64.0,52.0,29.0,24.0,122.0,73.8,,,217.0,416.0,,461.0,"   1,029",89.0,2.1,7.2,0.0,0.3,0.0,,350515.0,563.0,61.2,391.0,42.5,227.0,24.7,789.0,85.8,603.0,65.5,Boston,Charlestown High
Boston - East Boston High,350530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,274.0,372.0,358.0,0.0,1344.0, 00350530,7.0,1.6,78.8,11.1,0.4,0.0,1.2,57.2,42.8,254.0,143.0,56.3,0.0,26.6,46.2,27.3,44.1,11.2,15.4,SCIENCE AND TECH/ENG,98.0,39.0,12.0,5.0,86.0,34.0,120.0,48.0,32.0,13.0,250.0,73.9,,,283.0,460.0,,468.0,"   1,694",22.0,0.0,1.3,0.0,0.0,0.0,,350530.0,1041.0,77.5,602.0,44.8,229.0,17.0,1119.0,83.3,774.0,57.6,Boston,East Boston High
Boston - Carter Developmental Center,350036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,6.0,14.0,0.0,29.0, 00350036,51.7,10.3,20.7,13.8,0.0,3.4,0.0,62.1,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,      29,0.0,,,,,,,350036.0,15.0,51.7,9.0,31.0,29.0,100.0,29.0,100.0,26.0,89.7,Boston,Carter Developmental Center
Boston - New Mission High School,350542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,88.0,73.0,83.0,76.0,0.0,392.0, 00350542,59.9,1.0,35.2,2.3,0.0,0.0,1.5,52.3,47.7,57.0,51.0,89.5,0.0,58.8,15.7,25.5,15.7,11.8,11.8,SCIENCE AND TECH/ENG,58.0,83.0,9.0,13.0,49.0,70.0,12.0,17.0,0.0,0.0,70.0,93.6,,,144.0,457.0,,493.0,     328,0.0,,,,,,,350542.0,119.0,30.4,18.0,4.6,48.0,12.2,237.0,60.5,208.0,53.1,Boston,New Mission High School
Boston - O'Bryant School Math/Science,350575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,160.0,397.0,264.0,276.0,286.0,0.0,1562.0, 00350575,33.2,21.2,32.5,10.3,0.3,0.2,2.3,43.7,56.3,,,,,,,,,,,SCIENCE AND TECH/ENG,252.0,62.0,26.0,6.0,226.0,55.0,144.0,35.0,13.0,3.0,409.0,86.0,,,501.0,531.0,,553.0,"   1,446",9.0,0.0,0.6,0.0,0.0,0.0,,350575.0,818.0,52.4,40.0,2.6,58.0,3.7,846.0,54.2,731.0,46.8,Boston,O'Bryant School Math/Science
Boston - Boston Latin Academy,350545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,257.0,372.0,285.0,285.0,282.0,0.0,1781.0, 00350545,21.8,21.8,23.5,29.4,0.3,0.2,3.1,42.2,57.7,264.0,243.0,92.0,0.0,43.2,7.4,49.4,7.4,9.1,37.9,SCIENCE AND TECH/ENG,360.0,65.0,111.0,20.0,249.0,45.0,176.0,32.0,14.0,3.0,550.0,87.2,,,463.0,569.0,,588.0,"   1,707",42.0,0.5,2.2,0.0,0.1,0.0,,350545.0,747.0,41.9,17.0,1.0,64.0,3.6,707.0,39.7,607.0,34.1,Boston,Boston Latin Academy
Boston - Boston Latin,350560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,380.0,443.0,411.0,390.0,412.0,0.0,2453.0, 00350560,7.9,29.1,12.7,45.9,0.1,0.2,4.0,44.6,55.4,356.0,335.0,94.1,0.0,59.7,1.5,38.8,1.5,2.7,28.1,SCIENCE AND TECH/ENG,560.0,72.0,248.0,32.0,312.0,40.0,201.0,26.0,16.0,2.0,777.0,89.5,,,617.0,646.0,,664.0,"   2,411",5.0,,,,,,,350560.0,764.0,31.1,2.0,0.1,49.0,2.0,534.0,21.8,411.0,16.8,Boston,Boston Latin
Boston - Dearborn,350074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,56.0,62.0,64.0,35.0,39.0,36.0,0.0,354.0, 00350074,66.7,0.3,28.0,1.1,0.3,0.6,3.1,51.1,48.9,,,,,,,,,,,SCIENCE AND TECH/ENG,13.0,17.0,2.0,3.0,11.0,14.0,26.0,33.0,39.0,50.0,78.0,46.8,,,34.0,380.0,,417.0,     347,33.0,0.3,9.2,0.0,0.0,0.3,,350074.0,219.0,61.9,152.0,42.9,48.0,13.6,318.0,89.8,228.0,64.4,Boston,Dearborn
Boston - James P Timilty Middle,350485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,92.0,137.0,0.0,0.0,0.0,0.0,0.0,331.0, 00350485,30.8,0.6,64.4,1.5,0.0,0.6,2.1,47.4,52.6,,,,,,,,,,,SCIENCE AND TECH/ENG,7.0,6.0,0.0,0.0,7.0,6.0,50.0,40.0,68.0,54.0,125.0,37.8,,,,,,,     418,58.0,1.4,13.2,0.0,0.7,1.4,,350485.0,179.0,54.1,101.0,30.5,77.0,23.3,274.0,82.8,232.0,70.1,Boston,James P Timilty Middle
Boston - Clarence R Edwards Middle,350430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,105.0,99.0,0.0,0.0,0.0,0.0,0.0,306.0, 00350430,13.1,7.5,70.3,6.9,0.0,0.0,2.3,56.2,43.8,,,,,,,,,,,SCIENCE AND TECH/ENG,14.0,12.0,0.0,0.0,14.0,12.0,54.0,47.0,46.0,40.0,114.0,49.1,,,,,,,     368,44.0,4.6,10.1,0.0,0.5,0.3,,350430.0,215.0,70.3,144.0,47.1,112.0,36.6,281.0,91.8,220.0,71.9,Boston,Clarence R Edwards Middle
Boston - TechBoston Academy,350657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,121.0,125.0,140.0,148.0,135.0,136.0,0.0,917.0, 00350657,64.9,3.3,26.3,2.0,0.3,0.2,3.1,55.9,44.1,118.0,84.0,71.2,0.0,28.6,46.4,25.0,45.2,9.5,15.5,SCIENCE AND TECH/ENG,38.0,16.0,3.0,1.0,35.0,15.0,136.0,59.0,57.0,25.0,231.0,58.0,,,160.0,443.0,,447.0,"   1,069",128.0,0.4,11.9,0.0,0.1,0.0,,350657.0,398.0,43.4,194.0,21.2,198.0,21.6,760.0,82.9,632.0,68.9,Boston,TechBoston Academy
Boston - John W McCormack,350179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,124.0,129.0,0.0,0.0,0.0,0.0,0.0,371.0, 00350179,29.1,4.9,58.8,4.9,0.0,0.0,2.4,53.9,46.1,,,,,,,,,,,SCIENCE AND TECH/ENG,8.0,6.0,0.0,0.0,8.0,6.0,57.0,43.0,67.0,51.0,132.0,42.6,,,,,,,     517,48.0,1.2,8.7,0.0,0.2,0.2,,350179.0,210.0,56.6,134.0,36.1,105.0,28.3,339.0,91.4,293.0,79.0,Boston,John W McCormack
Boston - Washington Irving Middle,350445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,100.0,95.0,0.0,0.0,0.0,0.0,0.0,321.0, 00350445,42.4,1.6,47.0,5.9,0.9,0.0,2.2,48.9,51.1,,,,,,,,,,,SCIENCE AND TECH/ENG,9.0,12.0,0.0,0.0,9.0,12.0,25.0,32.0,43.0,56.0,77.0,42.5,,,,,,,     380,50.0,1.3,12.4,0.0,0.0,0.0,,350445.0,120.0,37.4,69.0,21.5,95.0,29.6,254.0,79.1,216.0,67.3,Boston,Washington Irving Middle
Boston - Lilla G. Frederick Middle School,350383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,149.0,202.0,0.0,0.0,0.0,0.0,0.0,494.0, 00350383,44.1,7.9,43.9,1.0,0.0,0.0,3.0,55.9,44.1,,,,,,,,,,,SCIENCE AND TECH/ENG,3.0,2.0,0.0,0.0,3.0,2.0,56.0,31.0,121.0,67.0,180.0,35.7,,,,,,,     626,45.0,1.0,5.8,0.0,0.2,1.1,,350383.0,272.0,55.1,209.0,42.3,139.0,28.1,455.0,92.1,372.0,75.3,Boston,Lilla G. Frederick Middle School
Boston - Quincy Upper School,350565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,63.0,68.0,61.0,60.0,56.0,52.0,0.0,507.0, 00350565,21.3,48.1,22.9,4.9,0.2,0.0,2.6,52.1,47.9,55.0,42.0,76.4,0.0,28.6,21.4,50.0,21.4,9.5,38.1,SCIENCE AND TECH/ENG,23.0,18.0,1.0,1.0,22.0,17.0,64.0,50.0,42.0,33.0,129.0,54.8,,,81.0,470.0,,488.0,     513,7.0,0.0,1.4,0.0,0.0,0.0,,350565.0,328.0,64.7,112.0,22.1,90.0,17.8,390.0,76.9,304.0,60.0,Boston,Quincy Upper School
Boston - William H Ohrenberger,350258.0,0.0,0.0,0.0,0.0,117.0,123.0,117.0,126.0,77.0,88.0,0.0,0.0,0.0,0.0,0.0,648.0, 00350258,28.2,4.0,41.4,23.1,0.0,0.0,3.2,52.9,47.1,,,,,,,,,,,SCIENCE AND TECH/ENG,37.0,21.0,8.0,4.0,29.0,16.0,73.0,41.0,70.0,39.0,180.0,53.1,,,,,,,     675,22.0,0.6,3.1,0.0,0.1,0.0,,350258.0,252.0,38.9,158.0,24.4,115.0,17.7,426.0,65.7,320.0,49.4,Boston,William H Ohrenberger
Boston - Dr. William Henderson Upper,350426.0,0.0,0.0,0.0,44.0,51.0,47.0,46.0,62.0,59.0,68.0,58.0,56.0,57.0,58.0,0.0,606.0, 00350426,41.4,7.1,25.4,22.8,0.3,0.0,3.0,53.8,46.2,,,,,,,,,,,SCIENCE AND TECH/ENG,20.0,14.0,1.0,1.0,19.0,13.0,92.0,65.0,30.0,21.0,142.0,65.3,,,33.0,433.0,,451.0,     571,38.0,1.8,5.8,0.0,0.0,0.4,,350426.0,142.0,23.4,65.0,10.7,245.0,40.4,467.0,77.1,324.0,53.5,Boston,Dr. William Henderson Upper
Boston - Higginson/Lewis K-8,350377.0,0.0,0.0,2.0,8.0,83.0,59.0,51.0,45.0,25.0,35.0,0.0,0.0,0.0,0.0,0.0,308.0, 00350377,49.7,0.3,42.5,1.6,0.3,0.0,5.5,53.9,46.1,,,,,,,,,,,SCIENCE AND TECH/ENG,2.0,3.0,0.0,0.0,2.0,3.0,22.0,35.0,38.0,61.0,62.0,45.2,,,,,,,     397,40.0,1.3,9.3,0.0,0.0,0.0,,350377.0,89.0,28.9,71.0,23.1,108.0,35.1,280.0,90.9,248.0,80.5,Boston,Higginson/Lewis K-8
Boston - William McKinley,350363.0,0.0,0.0,7.0,7.0,12.0,13.0,18.0,18.0,31.0,37.0,67.0,52.0,34.0,59.0,0.0,355.0, 00350363,53.8,1.7,34.9,6.5,0.6,0.0,2.5,75.5,24.5,28.0,6.0,21.4,0.0,0.0,100.0,0.0,100.0,0.0,0.0,SCIENCE AND TECH/ENG,4.0,10.0,0.0,0.0,4.0,10.0,12.0,29.0,26.0,62.0,42.0,45.2,,,1.0,,,,     485,136.0,0.8,24.3,0.0,0.2,4.9,,350363.0,92.0,25.9,76.0,21.4,337.0,94.9,352.0,99.2,280.0,78.9,Boston,William McKinley
Boston - Lyon K-8,350004.0,0.0,11.0,15.0,14.0,14.0,16.0,14.0,17.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,131.0, 00350004,20.6,9.9,32.8,29.0,0.0,0.0,7.6,55.7,44.3,,,,,,,,,,,SCIENCE AND TECH/ENG,6.0,20.0,0.0,0.0,6.0,20.0,21.0,70.0,3.0,10.0,30.0,65.8,,,,,,,     148,7.0,4.1,2.0,0.0,0.0,0.7,,350004.0,31.0,23.7,12.0,9.2,39.0,29.8,85.0,64.9,65.0,49.6,Boston,Lyon K-8
Boston - Michael J Perkins,350231.0,0.0,28.0,40.0,35.0,22.0,50.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0, 00350231,42.7,2.8,39.9,9.6,0.9,0.0,4.1,44.0,56.0,,,,,,,,,,,SCIENCE AND TECH/ENG,7.0,18.0,1.0,3.0,6.0,15.0,21.0,54.0,11.0,28.0,39.0,56.4,,,,,,,     249,8.0,0.0,3.2,0.0,0.0,0.0,,350231.0,69.0,31.7,40.0,18.3,22.0,10.1,187.0,85.8,174.0,79.8,Boston,Michael J Perkins
Boston - James W Hennigan,350153.0,0.0,42.0,44.0,57.0,61.0,107.0,94.0,72.0,59.0,46.0,0.0,0.0,0.0,0.0,0.0,582.0, 00350153,28.5,2.6,63.1,4.1,0.0,0.0,1.7,46.7,53.3,,,,,,,,,,,SCIENCE AND TECH/ENG,7.0,6.0,2.0,2.0,5.0,4.0,45.0,38.0,66.0,56.0,118.0,39.0,,,,,,,     712,28.0,0.4,3.8,0.0,0.0,0.0,,350153.0,341.0,58.6,296.0,50.9,123.0,21.1,508.0,87.3,426.0,73.2,Boston,James W Hennigan
Boston - Horace Mann School for the Deaf,350750.0,1.0,7.0,7.0,5.0,8.0,0.0,8.0,2.0,6.0,7.0,3.0,10.0,12.0,8.0,0.0,84.0, 00350750,33.3,4.8,47.6,10.7,0.0,0.0,3.6,59.5,40.5,1.0,,,,,,,,,,SCIENCE AND TECH/ENG,1.0,8.0,0.0,0.0,1.0,8.0,5.0,42.0,6.0,50.0,12.0,56.3,,,,,,,      96,0.0,,,,,,,350750.0,62.0,73.8,59.0,70.2,84.0,100.0,84.0,100.0,64.0,76.2,Boston,Horace Mann School for the Deaf
Boston - John D Philbrick,350172.0,11.0,20.0,21.0,22.0,49.0,23.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0, 00350172,47.2,1.2,32.5,17.2,0.0,0.0,1.8,52.1,47.9,,,,,,,,,,,SCIENCE AND TECH/ENG,3.0,17.0,1.0,6.0,2.0,11.0,13.0,72.0,2.0,11.0,18.0,61.1,,,,,,,     204,9.0,0.0,4.4,0.0,0.0,0.0,,350172.0,37.0,22.7,29.0,17.8,15.0,9.2,98.0,60.1,80.0,49.1,Boston,John D Philbrick
Boston - Roger Clap,350298.0,12.0,18.0,17.0,33.0,42.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0, 00350298,38.2,5.1,31.2,22.9,0.0,0.0,2.5,47.1,52.9,,,,,,,,,,,SCIENCE AND TECH/ENG,4.0,19.0,2.0,10.0,2.0,10.0,8.0,38.0,9.0,43.0,21.0,51.2,,,,,,,     202,1.0,,,,,,,350298.0,52.0,33.1,44.0,28.0,36.0,22.9,128.0,81.5,99.0,63.1,Boston,Roger Clap
Boston - Joseph P Manning,350184.0,12.0,22.0,20.0,24.0,25.0,23.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0, 00350184,20.4,3.9,27.0,40.1,0.0,0.7,7.9,47.4,52.6,,,,,,,,,,,SCIENCE AND TECH/ENG,11.0,46.0,2.0,8.0,9.0,38.0,9.0,38.0,4.0,17.0,24.0,70.8,,,,,,,     173,9.0,2.9,3.5,0.0,0.0,0.0,,350184.0,17.0,11.2,13.0,8.6,44.0,28.9,75.0,49.3,52.0,34.2,Boston,Joseph P Manning
Boston - Nathan Hale,350243.0,18.0,22.0,24.0,21.0,25.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0, 00350243,49.4,6.3,31.6,6.3,0.0,0.0,6.3,46.2,53.8,,,,,,,,,,,SCIENCE AND TECH/ENG,13.0,36.0,1.0,3.0,12.0,33.0,19.0,53.0,4.0,11.0,36.0,70.8,,,,,,,     202,0.0,,,,,,,350243.0,34.0,21.5,27.0,17.1,19.0,12.0,98.0,62.0,83.0,52.5,Boston,Nathan Hale
Boston - Maurice J Tobin,350229.0,18.0,40.0,53.0,59.0,72.0,48.0,47.0,40.0,25.0,27.0,0.0,0.0,0.0,0.0,0.0,429.0, 00350229,32.4,1.2,61.1,2.3,0.2,0.2,2.6,47.8,52.2,,,,,,,,,,,SCIENCE AND TECH/ENG,8.0,10.0,0.0,0.0,8.0,10.0,36.0,43.0,39.0,47.0,83.0,44.9,,,,,,,     517,16.0,0.0,3.1,0.0,0.0,0.0,,350229.0,169.0,39.4,119.0,27.7,52.0,12.1,375.0,87.4,331.0,77.2,Boston,Maurice J Tobin
Boston - Boston Teachers Union School,350012.0,20.0,21.0,24.0,19.0,26.0,31.0,31.0,46.0,30.0,39.0,0.0,0.0,0.0,0.0,0.0,287.0, 00350012,25.4,1.7,37.6,31.4,0.0,0.0,3.8,55.1,44.9,,,,,,,,,,,SCIENCE AND TECH/ENG,16.0,28.0,7.0,12.0,9.0,16.0,22.0,38.0,20.0,34.0,58.0,66.8,,,,,,,     316,8.0,0.3,2.2,0.0,0.0,0.0,,350012.0,69.0,24.0,43.0,15.0,70.0,24.4,162.0,56.4,117.0,40.8,Boston,Boston Teachers Union School
Boston - Phineas Bates,350278.0,20.0,37.0,40.0,38.0,37.0,49.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0, 00350278,31.7,5.7,37.4,21.8,0.0,0.0,3.4,50.8,49.2,,,,,,,,,,,SCIENCE AND TECH/ENG,17.0,38.0,10.0,22.0,7.0,16.0,20.0,44.0,8.0,18.0,45.0,70.0,,,,,,,     300,3.0,,,,,,,350278.0,88.0,33.6,77.0,29.4,63.0,24.0,172.0,65.6,123.0,46.9,Boston,Phineas Bates
Boston - Edison K-8,350375.0,20.0,50.0,61.0,66.0,90.0,72.0,74.0,85.0,58.0,59.0,0.0,0.0,0.0,0.0,0.0,635.0, 00350375,19.8,16.5,45.5,14.0,1.4,0.2,2.5,54.0,46.0,,,,,,,,,,,SCIENCE AND TECH/ENG,10.0,7.0,2.0,1.0,8.0,6.0,29.0,21.0,96.0,71.0,135.0,34.1,,,,,,,     829,64.0,0.0,7.7,0.0,0.0,0.2,,350375.0,395.0,62.2,314.0,49.4,132.0,20.8,549.0,86.5,398.0,62.7,Boston,Edison K-8
Boston - George H Conley,350122.0,21.0,16.0,26.0,48.0,25.0,53.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0, 00350122,36.8,3.3,40.1,16.5,0.0,0.0,3.3,52.8,47.2,,,,,,,,,,,SCIENCE AND TECH/ENG,5.0,21.0,0.0,0.0,5.0,21.0,9.0,38.0,10.0,42.0,24.0,70.8,,,,,,,     254,1.0,,,,,,,350122.0,76.0,35.8,61.0,28.8,83.0,39.2,151.0,71.2,104.0,49.1,Boston,George H Conley
Boston - Hugh Roe O'Donnell,350141.0,21.0,42.0,33.0,38.0,44.0,32.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0, 00350141,1.6,2.0,89.9,5.3,0.0,0.0,1.2,51.0,49.0,,,,,,,,,,,SCIENCE AND TECH/ENG,4.0,10.0,2.0,5.0,2.0,5.0,23.0,56.0,14.0,34.0,41.0,49.4,,,,,,,     302,0.0,,,,,,,350141.0,202.0,81.8,185.0,74.9,26.0,10.5,233.0,94.3,158.0,64.0,Boston,Hugh Roe O'Donnell
