,SchoolCode,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,ORGCODE,AfricanAmerican,Asian,Hispanic,White,NativeAmerican,"NativeHawaiian,PacificIslander","MultiRace,NonHispanic",Males,Females,HighSchoolGraduates(Num),AttendingColl./Univ.(Num),AttendingColl./Univ.(Percent),PrivateTwoYear(Percent),PrivateFourYear(Percent),PublicTwoYear(Percent),PublicFourYear(Percent),MACommunityCollege(Percent),MAStateUniversity(Percent),Univ.ofMass.(Percent),Subject,P+ANum,P+APercent,ANum,APercent,PNum,PPercent,NINum,NIPercent,W/FNum,W/FPercent,StudentIncluded,CPI,SGP,IncludedInSGP,TestsTaken,Reading/Writing,Writing,Math,Students,StudentsDisciplined,PercentInSchoolSuspension,PercentOutofSchoolSuspension,PercentExpulsion,PercentRemovedtoAlternateSetting,PercentEmergencyRemoval,Unnamed:9,ORGCODEUnnamed:1_level_1,FirstLanguageNotEnglishNum,FirstLanguageNotEnglishPercent,EnglishLanguageLearnerNum,EnglishLanguageLearnerPercent,StudentsWithDisabilitiesNum,StudentsWithDisabilitiesPercent,HighNeedsNum,HighNeedsPercent,EconomicallyDisadvantagedNum,EconomicallyDisadvantagedPercent,Town,School
Groton-Dunstable - Boutwell School,6730001.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0, 06730001,0.0,4.8,9.5,79.4,1.6,0.0,4.8,47.6,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,      80,0.0,,,,,,,6730001.0,0.0,0.0,0.0,0.0,30.0,47.6,33.0,52.4,12.0,19.0,Groton-Dunstable,Boutwell School
Groton-Dunstable - Florence Roche School,6730010.0,0.0,94.0,105.0,98.0,109.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0, 06730010,0.4,5.8,1.4,88.3,0.2,0.2,3.7,50.7,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,     495,0.0,,,,,,,6730010.0,11.0,2.1,8.0,1.6,77.0,15.0,121.0,23.6,46.0,9.0,Groton-Dunstable,Florence Roche School
Groton-Dunstable - Groton Dunstable Regional,6730505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,183.0,207.0,209.0,1.0,786.0, 06730505,1.0,6.4,1.0,90.8,0.1,0.0,0.6,49.6,50.4,224.0,201.0,89.7,0.0,44.3,14.4,41.3,12.4,7.0,17.9,SCIENCE AND TECH/ENG,189.0,97.0,106.0,55.0,83.0,43.0,3.0,2.0,2.0,1.0,194.0,99.6,,,298.0,589.0,,607.0,     819,14.0,0.0,1.7,0.0,0.0,0.0,,6730505.0,12.0,1.5,1.0,0.1,89.0,11.3,118.0,15.0,35.0,4.5,Groton-Dunstable,Groton Dunstable Regional
Groton-Dunstable - Groton Dunstable Regional Middle,6730305.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,205.0,180.0,203.0,0.0,0.0,0.0,0.0,0.0,765.0, 06730305,1.0,6.0,1.8,88.8,0.3,0.3,1.8,51.1,48.9,,,,,,,,,,,SCIENCE AND TECH/ENG,278.0,70.0,75.0,19.0,203.0,51.0,101.0,25.0,19.0,5.0,398.0,88.1,,,,,,,     804,2.0,,,,,,,6730305.0,26.0,3.4,8.0,1.0,136.0,17.8,181.0,23.7,52.0,6.8,Groton-Dunstable,Groton Dunstable Regional Middle
Groton-Dunstable - Swallow/Union School,6730005.0,0.0,55.0,54.0,51.0,72.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0, 06730005,0.0,6.6,2.8,88.6,0.0,0.0,2.1,53.8,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,     288,0.0,,,,,,,6730005.0,6.0,2.1,2.0,0.7,48.0,16.6,65.0,22.4,18.0,6.2,Groton-Dunstable,Swallow/Union School
