,SchoolCode,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,ORGCODE,AfricanAmerican,Asian,Hispanic,White,NativeAmerican,"NativeHawaiian,PacificIslander","MultiRace,NonHispanic",Males,Females,HighSchoolGraduates(Num),AttendingColl./Univ.(Num),AttendingColl./Univ.(Percent),PrivateTwoYear(Percent),PrivateFourYear(Percent),PublicTwoYear(Percent),PublicFourYear(Percent),MACommunityCollege(Percent),MAStateUniversity(Percent),Univ.ofMass.(Percent),Subject,P+ANum,P+APercent,ANum,APercent,PNum,PPercent,NINum,NIPercent,W/FNum,W/FPercent,StudentIncluded,CPI,SGP,IncludedInSGP,TestsTaken,Reading/Writing,Writing,Math,Students,StudentsDisciplined,PercentInSchoolSuspension,PercentOutofSchoolSuspension,PercentExpulsion,PercentRemovedtoAlternateSetting,PercentEmergencyRemoval,Unnamed:9,ORGCODEUnnamed:1_level_1,FirstLanguageNotEnglishNum,FirstLanguageNotEnglishPercent,EnglishLanguageLearnerNum,EnglishLanguageLearnerPercent,StudentsWithDisabilitiesNum,StudentsWithDisabilitiesPercent,HighNeedsNum,HighNeedsPercent,EconomicallyDisadvantagedNum,EconomicallyDisadvantagedPercent,Town,School
Springfield - Mary M Walsh,2810155.0,0.0,34.0,43.0,59.0,52.0,56.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0, 02810155,15.9,0.3,69.8,11.9,0.3,0.0,1.7,54.2,45.8,,,,,,,,,,,SCIENCE AND TECH/ENG,13.0,31.0,4.0,10.0,9.0,21.0,15.0,36.0,14.0,33.0,42.0,63.1,,,,,,,     352,17.0,1.1,4.5,0.0,0.0,0.0,,2810155.0,126.0,42.7,87.0,29.5,56.0,19.0,257.0,87.1,240.0,81.4,Springfield,Mary M Walsh
Springfield - Glickman Elementary,2810068.0,0.0,38.0,63.0,59.0,48.0,67.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0, 02810068,21.0,2.7,56.2,16.5,0.3,0.0,3.3,50.8,49.2,,,,,,,,,,,SCIENCE AND TECH/ENG,26.0,48.0,8.0,15.0,18.0,33.0,14.0,26.0,14.0,26.0,54.0,74.5,,,,,,,     411,39.0,4.1,7.1,0.0,0.0,0.0,,2810068.0,78.0,23.4,58.0,17.4,113.0,33.9,288.0,86.5,263.0,79.0,Springfield,Glickman Elementary
Springfield - Hiram L Dorman,2810050.0,0.0,39.0,39.0,55.0,56.0,75.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0, 02810050,25.7,1.0,61.9,10.4,0.0,0.0,1.0,50.2,49.8,,,,,,,,,,,SCIENCE AND TECH/ENG,7.0,13.0,1.0,2.0,6.0,11.0,31.0,56.0,17.0,31.0,55.0,60.9,,,,,,,     349,13.0,0.9,3.2,0.0,0.0,0.0,,2810050.0,72.0,23.5,46.0,15.0,63.0,20.5,259.0,84.4,250.0,81.4,Springfield,Hiram L Dorman
Springfield - Glenwood,2810065.0,0.0,41.0,48.0,48.0,53.0,57.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0, 02810065,10.7,2.3,71.1,13.4,0.0,0.0,2.3,54.0,46.0,,,,,,,,,,,SCIENCE AND TECH/ENG,15.0,33.0,3.0,7.0,12.0,26.0,25.0,54.0,6.0,13.0,46.0,75.5,,,,,,,     352,6.0,0.3,1.4,0.0,0.0,0.0,,2810065.0,61.0,20.5,34.0,11.4,45.0,15.1,240.0,80.5,226.0,75.8,Springfield,Glenwood
Springfield - Arthur T Talmadge,2810165.0,0.0,43.0,39.0,53.0,42.0,43.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0, 02810165,26.0,1.6,53.5,15.0,0.0,0.0,3.9,53.5,46.5,,,,,,,,,,,SCIENCE AND TECH/ENG,17.0,33.0,2.0,4.0,15.0,29.0,25.0,49.0,9.0,18.0,51.0,72.1,,,,,,,     280,5.0,,,,,,,2810165.0,33.0,13.0,18.0,7.1,41.0,16.1,212.0,83.5,201.0,79.1,Springfield,Arthur T Talmadge
Springfield - Alice B Beal Elementary,2810175.0,0.0,44.0,43.0,40.0,48.0,46.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0, 02810175,16.5,8.4,51.7,19.9,0.0,0.0,3.4,47.5,52.5,,,,,,,,,,,SCIENCE AND TECH/ENG,18.0,45.0,6.0,15.0,12.0,30.0,19.0,48.0,3.0,8.0,40.0,78.1,,,,,,,     308,15.0,2.3,2.6,0.0,0.0,0.0,,2810175.0,59.0,22.6,37.0,14.2,37.0,14.2,196.0,75.1,174.0,66.7,Springfield,Alice B Beal Elementary
Springfield - Liberty,2810115.0,0.0,44.0,49.0,40.0,48.0,55.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0, 02810115,9.5,1.1,75.6,13.1,0.0,0.0,0.7,49.8,50.2,,,,,,,,,,,SCIENCE AND TECH/ENG,17.0,45.0,6.0,16.0,11.0,29.0,19.0,50.0,2.0,5.0,38.0,78.9,,,,,,,     316,4.0,,,,,,,2810115.0,91.0,32.2,68.0,24.0,39.0,13.8,240.0,84.8,224.0,79.2,Springfield,Liberty
Springfield - Kensington International School,2810110.0,0.0,46.0,56.0,54.0,48.0,56.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0, 02810110,19.4,3.2,70.6,4.5,0.0,0.0,2.3,48.4,51.6,,,,,,,,,,,SCIENCE AND TECH/ENG,16.0,31.0,8.0,16.0,8.0,16.0,26.0,51.0,9.0,18.0,51.0,65.2,,,,,,,     343,8.0,0.6,1.7,0.0,0.0,0.0,,2810110.0,100.0,32.3,77.0,24.8,44.0,14.2,281.0,90.6,268.0,86.5,Springfield,Kensington International School
Springfield - Samuel Bowles,2810020.0,0.0,48.0,53.0,51.0,69.0,52.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0, 02810020,16.3,0.3,69.2,12.1,0.0,0.0,2.1,49.4,50.6,,,,,,,,,,,SCIENCE AND TECH/ENG,20.0,50.0,2.0,5.0,18.0,45.0,19.0,48.0,1.0,3.0,40.0,81.3,,,,,,,     384,23.0,1.8,4.7,0.0,0.0,0.0,,2810020.0,59.0,17.5,41.0,12.1,58.0,17.2,262.0,77.5,249.0,73.7,Springfield,Samuel Bowles
Springfield - Brightwood,2810025.0,0.0,52.0,44.0,58.0,57.0,54.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0, 02810025,16.7,0.0,80.8,2.2,0.0,0.0,0.3,50.8,49.2,,,,,,,,,,,SCIENCE AND TECH/ENG,6.0,13.0,2.0,4.0,4.0,9.0,15.0,33.0,25.0,54.0,46.0,43.5,,,,,,,     374,37.0,3.2,7.2,0.0,0.0,0.0,,2810025.0,115.0,36.3,77.0,24.3,46.0,14.5,296.0,93.4,289.0,91.2,Springfield,Brightwood
