,SchoolCode,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,ORGCODE,AfricanAmerican,Asian,Hispanic,White,NativeAmerican,"NativeHawaiian,PacificIslander","MultiRace,NonHispanic",Males,Females,HighSchoolGraduates(Num),AttendingColl./Univ.(Num),AttendingColl./Univ.(Percent),PrivateTwoYear(Percent),PrivateFourYear(Percent),PublicTwoYear(Percent),PublicFourYear(Percent),MACommunityCollege(Percent),MAStateUniversity(Percent),Univ.ofMass.(Percent),Subject,P+ANum,P+APercent,ANum,APercent,PNum,PPercent,NINum,NIPercent,W/FNum,W/FPercent,StudentIncluded,CPI,SGP,IncludedInSGP,TestsTaken,Reading/Writing,Writing,Math,Students,StudentsDisciplined,PercentInSchoolSuspension,PercentOutofSchoolSuspension,PercentExpulsion,PercentRemovedtoAlternateSetting,PercentEmergencyRemoval,Unnamed:9,ORGCODEUnnamed:1_level_1,FirstLanguageNotEnglishNum,FirstLanguageNotEnglishPercent,EnglishLanguageLearnerNum,EnglishLanguageLearnerPercent,StudentsWithDisabilitiesNum,StudentsWithDisabilitiesPercent,HighNeedsNum,HighNeedsPercent,EconomicallyDisadvantagedNum,EconomicallyDisadvantagedPercent,Town,School
Gill-Montague - Turners Fall High,6740505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,57.0,52.0,56.0,1.0,219.0, 06740505,1.4,0.5,7.8,85.8,0.0,0.0,4.6,41.1,58.9,63.0,45.0,71.4,0.0,26.7,53.3,20.0,53.3,13.3,4.4,SCIENCE AND TECH/ENG,29.0,66.0,8.0,18.0,21.0,48.0,11.0,25.0,4.0,9.0,44.0,87.5,,,49.0,544.0,,545.0,     246,12.0,0.4,4.5,0.0,0.0,0.0,,6740505.0,13.0,5.9,6.0,2.7,46.0,21.0,92.0,42.0,68.0,31.1,Gill-Montague,Turners Fall High
Gill-Montague - Great Falls Middle,6740310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,94.0,85.0,0.0,0.0,0.0,0.0,0.0,245.0, 06740310,2.0,0.4,9.4,82.4,0.4,0.0,5.3,51.8,48.2,,,,,,,,,,,SCIENCE AND TECH/ENG,38.0,51.0,1.0,1.0,37.0,49.0,29.0,39.0,8.0,11.0,75.0,77.0,,,,,,,     249,7.0,0.8,2.4,0.0,0.0,0.0,,6740310.0,17.0,6.9,9.0,3.7,65.0,26.5,142.0,58.0,107.0,43.7,Gill-Montague,Great Falls Middle
Gill-Montague - Sheffield Elementary School,6740050.0,0.0,0.0,0.0,55.0,55.0,56.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0, 06740050,0.0,0.0,17.1,73.1,0.5,0.5,8.8,51.4,48.6,,,,,,,,,,,SCIENCE AND TECH/ENG,14.0,25.0,1.0,2.0,13.0,24.0,33.0,60.0,8.0,15.0,55.0,65.9,,,,,,,     230,0.0,,,,,,,6740050.0,31.0,14.4,31.0,14.4,55.0,25.5,156.0,72.2,130.0,60.2,Gill-Montague,Sheffield Elementary School
Gill-Montague - Gill Elementary,6740005.0,0.0,19.0,17.0,21.0,20.0,25.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0, 06740005,1.5,0.0,2.2,88.8,0.0,0.0,7.5,52.2,47.8,,,,,,,,,,,SCIENCE AND TECH/ENG,9.0,56.0,1.0,6.0,8.0,50.0,5.0,31.0,2.0,13.0,16.0,78.1,,,,,,,     123,0.0,,,,,,,6740005.0,0.0,0.0,0.0,0.0,18.0,13.4,53.0,39.6,39.0,29.1,Gill-Montague,Gill Elementary
Gill-Montague - Hillcrest Elementary School,6740015.0,40.0,74.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0, 06740015,0.0,0.6,16.7,74.1,0.0,0.6,8.0,59.3,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,     153,0.0,,,,,,,6740015.0,21.0,13.0,19.0,11.7,29.0,17.9,112.0,69.1,100.0,61.7,Gill-Montague,Hillcrest Elementary School
